title,doi,nlmid,altmetric_jid,issns,journal,altmetric_id,schema,is_oa,cited_by_posts_count,cited_by_gplus_count,cited_by_fbwalls_count,cited_by_tweeters_count,cited_by_accounts_count,cited_by_feeds_count,cited_by_rdts_count,cited_by_msm_count,cited_by_delicious_count,cited_by_forum_count,cited_by_qs_count,cited_by_rh_count,score,mendeley,connotea,citeulike,url,added_on,published_on,subjects,scopus_subjects,last_updated,readers_count,details_url,cited_by_fbwalls_count.1,cited_by_tweeters_count.1,cited_by_feeds_count.1,X10_cited_by_tweeters_count,X13_cited_by_accounts_count,X13_cited_by_posts_count,X10_cited_by_accounts_count,X11_cited_by_posts_count,cited_by_gplus_count.1,X19_cited_by_tweeters_count,X20_cited_by_accounts_count,X25_cited_by_posts_count,X10_cited_by_posts_count,jecolcitations
"Structure, composition and dynamics of a calcareous grassland metacommunity over a 70-year interval",10.1111/j.1365-2745.2011.01923.x,NA,4f6fa4f03cf058f610002d62,",",Journal of Ecology,458262,1.5.4,FALSE,5,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,2.5,1,0,0,http://dx.doi.org/10.1111%2Fj.1365-2745.2011.01923.x?utm_source=feedburner&utm_medium=twitter&utm_campaign=Feed%3A+EcologyResearchAndNews+%28Ecology+research+and+news%29,1321475108,1320105600,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1321969078,1,http://www.altmetric.com/details.php?citation_id=458262,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Significance and extent of secondary seed dispersal by predatory birds on oceanic islands: the case of the Canary archipelago,10.1111/j.1365-2745.2011.01924.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,466346,1.5.4,FALSE,5,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,2.85,20,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01924.x/abstract,1322057541,1293840000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1322149798,20,http://www.altmetric.com/details.php?citation_id=466346,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Increased plant productivity in Alaskan tundra as a result of experimental warming of soil and permafrost,10.1111/j.1365-2745.2011.01925.x,NA,4f6fa4f03cf058f610002d62,",",Journal of Ecology,458260,1.5.4,FALSE,7,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,4.1,10,0,0,http://dx.doi.org/10.1111%2Fj.1365-2745.2011.01925.x?utm_source=feedburner&utm_medium=twitter&utm_campaign=Feed%3A+EcologyResearchAndNews+%28Ecology+research+and+news%29,1321475105,1320105600,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1321967748,10,http://www.altmetric.com/details.php?citation_id=458260,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Journal of Ecology News,10.1111/j.1365-2745.2011.01926.x,na,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,493000,1.5.4,FALSE,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.75,0,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01926.x/full,1323885811,1325376000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1323888987,0,http://www.altmetric.com/details.php?citation_id=493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
"TansleyÌ¢åÛåªs vision for Journal of Ecology, and a Centenary Celebration",10.1111/j.1365-2745.2011.01927.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,492839,1.5.4,FALSE,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2745.2011.01927.x,1323878775,1325376000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1323981390,0,http://www.altmetric.com/details.php?citation_id=492839,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Driving factors behind the eutrophication signal in understorey plant communities of deciduous temperate forests,10.1111/j.1365-2745.2011.01928.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,472922,1.5.4,FALSE,5,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,2.85,12,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01928.x/abstract,1322564274,1293840000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1322774868,12,http://www.altmetric.com/details.php?citation_id=472922,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Male fecundity and pollen dispersal in hill dipterocarps: significance of mass synchronized flowering and implications for conservation,10.1111/j.1365-2745.2011.01929.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,489666,1.5.4,FALSE,5,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,2.35,0,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01929.x/abstract,1323708970,1293840000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1323729339,0,http://www.altmetric.com/details.php?citation_id=489666,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Forecasting plant community impacts of climate variability and change: when do competitive interactions matter?,10.1111/j.1365-2745.2011.01930.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,603526,1.5.4,FALSE,2,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,7.988,15,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01930.x/abstract,1329217230,1330560000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1349449200,15,http://www.altmetric.com/details.php?citation_id=603526,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Indirect facilitation promotes macrophyte survival and growth in freshwater ecosystems threatened by eutrophication,10.1111/j.1365-2745.2011.01931.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,473284,1.5.4,FALSE,3,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2,7,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01931.x/abstract,1322583272,1293840000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1322605253,7,http://www.altmetric.com/details.php?citation_id=473284,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SuccessionÌ¢åÛåêinduced trait shifts across a wide range of NW European ecosystems are driven by light and modulated by initial abiotic conditions,10.1111/j.1365-2745.2011.01932.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,473453,1.5.4,FALSE,3,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,1.1,13,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01932.x/abstract,1322591716,1293840000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1322605254,13,http://www.altmetric.com/details.php?citation_id=473453,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
"AgeÌ¢åÛåêrelated decline of stand biomass accumulation is primarily due to mortality and not to reduction in NPP associated with individual tree physiology, tree growth or stand structure in a QuercusÌ¢åÛåêdominated forest",10.1111/j.1365-2745.2011.01933.x,na,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,548894,1.5.4,FALSE,5,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,2.25,0,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01933.x/abstract,1325792222,1293840000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1348685092,0,http://www.altmetric.com/details.php?citation_id=548894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Leaf ageing promotes the shift in defence tactics in Mallotus japonicus from direct to indirect defence,10.1111/j.1365-2745.2011.01934.x,na,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,485571,1.5.4,FALSE,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01934.x/abstract,1323352749,1293840000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1323272859,3,http://www.altmetric.com/details.php?citation_id=485571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A forest structure model that determines crown layers and partitions growth and mortality rates for landscapeÌ¢åÛåêscale applications of tropical forests,10.1111/j.1365-2745.2011.01935.x,na,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,496599,1.5.4,FALSE,3,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.6,39,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01935.x/abstract,1324055655,473385600,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1324923482,39,http://www.altmetric.com/details.php?citation_id=496599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Positive effect of shade on plant growth: amelioration of stress or active regulation of growth rate?,10.1111/j.1365-2745.2011.01936.x,na,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,496556,1.5.4,FALSE,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,20,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01936.x/abstract,1324053098,1293840000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1327008277,20,http://www.altmetric.com/details.php?citation_id=496556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Soil resource availability shapes community trait structure in a speciesÌ¢åÛåêrich dipterocarp forest,10.1111/j.1365-2745.2011.01937.x,na,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,496429,1.5.4,FALSE,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,1.25,13,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01937.x/abstract,1324042893,1293840000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1324059160,13,http://www.altmetric.com/details.php?citation_id=496429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Genetic variation and phenotypic plasticity of nutrient reÌ¢åÛåêallocation and increased fine root production as putative tolerance mechanisms inducible by methyl jasmonate in pine trees,10.1111/j.1365-2745.2011.01938.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,485205,1.5.4,FALSE,4,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,1.85,5,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01938.x/abstract,1323350614,1293840000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1323291504,5,http://www.altmetric.com/details.php?citation_id=485205,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hydraulic conductivity traits predict growth rates and adult stature of 40 Asian tropical tree species better than wood density,10.1111/j.1365-2745.2011.01939.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,548445,1.5.4,FALSE,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,0.75,0,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01939.x/abstract,1325774355,1293840000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1325822990,0,http://www.altmetric.com/details.php?citation_id=548445,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Plant diversity improves protection against soilÌ¢åÛåêborne pathogens by fostering antagonistic bacterial communities,10.1111/j.1365-2745.2011.01940.x,na,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,548572,1.5.4,FALSE,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,17.588,16,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01940.x/abstract,1325778452,1293840000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1334560524,16,http://www.altmetric.com/details.php?citation_id=548572,1,NA,NA,10,13,13,NA,NA,NA,NA,NA,NA,NA,
Stabilizing selection for withinÌ¢åÛåêseason flowering phenology confirms pollen limitation in a windÌ¢åÛåêpollinated tree,10.1111/j.1365-2745.2011.01941.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,548654,1.5.4,FALSE,5,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,2.5,9,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01941.x/abstract,1325784129,1293840000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1326493039,9,http://www.altmetric.com/details.php?citation_id=548654,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
"Relationships among soil moisture, aeration and plant communities in natural and harvested coniferous forests in coastal British Columbia, Canada",10.1111/j.1365-2745.2011.01942.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,617409,1.5.4,FALSE,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,6,0,0,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2745.2011.01942.x,1329991899,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1336664162,6,http://www.altmetric.com/details.php?citation_id=617409,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Multiple mechanisms for trait effects on litter decomposition: moving beyond homeÌ¢åÛåêfield advantage with a new hypothesis,10.1111/j.1365-2745.2011.01943.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,550015,1.5.4,FALSE,4,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,2.85,18,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01943.x/abstract,1325864040,1293840000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1326493039,18,http://www.altmetric.com/details.php?citation_id=550015,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
"Forest productivity increases with evenness, species richness and trait variation: a global metaÌ¢åÛåêanalysis",10.1111/j.1365-2745.2011.01944.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,557291,1.5.4,FALSE,4,NA,NA,3,4,1,NA,NA,NA,NA,NA,NA,10.816,28,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01944.x/abstract,1326380828,1293840000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1326807660,28,http://www.altmetric.com/details.php?citation_id=557291,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Inferring community assembly mechanisms from functional diversity patterns: the importance of multiple assembly processes,10.1111/j.1365-2745.2011.01945.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,550399,1.5.4,FALSE,5,NA,1,4,5,NA,NA,NA,NA,NA,NA,NA,2.25,54,0,1,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01945.x/abstract,1325883597,1293840000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1334560706,55,http://www.altmetric.com/details.php?citation_id=550399,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Assessing the role of competition and stress: a critique of importance indices and the development of a new approach,10.1111/j.1365-2745.2011.01946.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,570875,1.5.4,FALSE,11,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,6.6,23,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01946.x/abstract,1327331317,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1334559973,23,http://www.altmetric.com/details.php?citation_id=570875,1,NA,NA,NA,NA,NA,10,11,NA,NA,NA,NA,NA,
Which plant traits determine abundance under longÌ¢åÛåêterm shifts in soil resource availability and grazing intensity?,10.1111/j.1365-2745.2011.01947.x,na,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,557396,1.5.4,FALSE,5,NA,1,4,5,NA,NA,NA,NA,NA,NA,NA,2.25,12,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01947.x/abstract,1326384900,1293840000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1334560772,12,http://www.altmetric.com/details.php?citation_id=557396,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Fine-scale spatial heterogeneity and incoming seed diversity additively determine plant establishment,10.1111/j.1365-2745.2011.01948.x,NA,4f6fa4f03cf058f610002d62,"00220477,",Journal of Ecology,557865,1.5.4,FALSE,3,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2,10,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01948.x/pdf,1326413817,1325376000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1326493041,10,http://www.altmetric.com/details.php?citation_id=557865,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Realistic plant species losses reduce invasion resistance in a California serpentine grassland,10.1111/j.1365-2745.2011.01949.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,571283,1.5.4,FALSE,4,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,2.5,7,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01949.x/abstract,1327349690,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1327958855,7,http://www.altmetric.com/details.php?citation_id=571283,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Biological Flora of the British Isles: Rosa spinosissima L.,10.1111/j.1365-2745.2011.01950.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,613271,1.5.4,FALSE,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.5,2,0,0,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2745.2011.01950.x,1329786453,1330560000,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1329735306,2,http://www.altmetric.com/details.php?citation_id=613271,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Different genetic clines in response to temperature across the native and introduced ranges of a global plant invader,10.1111/j.1365-2745.2011.01951.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,566312,1.5.4,FALSE,4,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,2.5,5,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01951.x/abstract,1326989435,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1327958854,5,http://www.altmetric.com/details.php?citation_id=566312,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Maintenance of tree phylogenetic diversity in a highly fragmented rain forest,10.1111/j.1365-2745.2011.01952.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,557997,1.5.4,FALSE,3,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,1.75,1,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2011.01952.x/abstract,1326441624,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1337696193,1,http://www.altmetric.com/details.php?citation_id=557997,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Analysis of a negative plantsoil feedback in a subtropical monsoon forest,10.1111/j.1365-2745.2012.01953.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,566579,1.5.4,FALSE,4,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,1.75,21,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01953.x/abstract,1327001281,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1341847050,21,http://www.altmetric.com/details.php?citation_id=566579,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Maternal effects alter natural selection on phytochromes through seed germination,10.1111/j.1365-2745.2012.01954.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,571059,1.5.4,FALSE,4,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,2.5,6,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01954.x/abstract,1327341333,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1327958854,6,http://www.altmetric.com/details.php?citation_id=571059,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Reversal of multicentury tree growth improvements and loss of synchrony at mountain tree lines point to changes in key drivers,10.1111/j.1365-2745.2012.01955.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,611161,1.5.4,FALSE,6,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,4.2,12,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01955.x/abstract,1329579407,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1331561530,12,http://www.altmetric.com/details.php?citation_id=611161,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Corrigendum,10.1111/j.1365-2745.2012.01956.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,642625,1.5.4,FALSE,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,0,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2745.2012.01956.x,1331363809,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1331363072,0,http://www.altmetric.com/details.php?citation_id=642625,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
"Feedbacks between inundation, root production, and shoot growth in a rapidly submerging brackish marsh",10.1111/j.1365-2745.2012.01957.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,607647,1.5.4,FALSE,4,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1.5,3,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01957.x/abstract,1329404619,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1329608418,3,http://www.altmetric.com/details.php?citation_id=607647,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
"Herbivore pressure on goldenrod (Solidago altissima L., Asteraceae): its effects on herbivore resistance and vegetative reproduction",10.1111/j.1365-2745.2012.01958.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,609749,1.5.4,FALSE,3,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2.35,6,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01958.x/abstract,1329493326,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1329542169,6,http://www.altmetric.com/details.php?citation_id=609749,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Interspecific differences in determinants of plant species distribution and the relationships with functional traits,10.1111/j.1365-2745.2012.01959.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,623308,1.5.4,FALSE,3,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2,15,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01959.x/abstract,1330356897,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1331363072,15,http://www.altmetric.com/details.php?citation_id=623308,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ecosystem transformation by emerging infectious disease: loss of large tanoak from California forests,10.1111/j.1365-2745.2012.01960.x,na,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,642626,1.5.4,FALSE,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,1.5,9,0,0,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2745.2012.01960.x,1331363814,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1334525029,9,http://www.altmetric.com/details.php?citation_id=642626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Upland deforestation triggered an ecosystem stateÌ¢åÛåêshift in a kettle peatland,10.1111/j.1365-2745.2012.01961.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,624743,1.5.4,FALSE,7,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,3.6,7,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01961.x/abstract,1330429346,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1335523763,7,http://www.altmetric.com/details.php?citation_id=624743,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Experimental assessment of nutrient limitation along a 2Ì¢åÛåêmillionÌ¢åÛåêyear dune chronosequence in the southÌ¢åÛåêwestern Australia biodiversity hotspot,10.1111/j.1365-2745.2012.01962.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,646515,1.5.4,FALSE,3,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2,10,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01962.x/abstract,1331636647,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1332175439,10,http://www.altmetric.com/details.php?citation_id=646515,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Biological Flora of the British Isles: Campanula rotundifolia,10.1111/j.1365-2745.2012.01963.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,648894,1.5.4,FALSE,6,NA,1,5,6,NA,NA,NA,NA,NA,NA,NA,2.6,4,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01963.x/abstract,1331744933,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1332849249,4,http://www.altmetric.com/details.php?citation_id=648894,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Seasonal differentiation in densityÌ¢åÛåêdependent seedling survival in a tropical rain forest,10.1111/j.1365-2745.2012.01964.x,NA,4f6fa4f03cf058f610002d62,"1365-2745,",Journal of Ecology,649719,1.5.4,FALSE,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,11,0,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2745.2012.01964.x/abstract,1331782544,NA,",","Environmental Science, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, ",1332175440,11,http://www.altmetric.com/details.php?citation_id=649719,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
